Scheme name	Locus tag	Description
cgMLST V2	STMMW_33381 (nanA)	N-acetylneuraminate lyase
cgMLST V2	STMMW_44951	cys-tRNA(pro)/cys-tRNA(cys) deacylase
cgMLST V2	STMMW_01901 (pcnB)	polynucleotide adenylyltransferase PcnB
cgMLST V2	STMMW_18831 (ntpA)	Dihydroneopterin triphosphate pyrophosphohydrolase type 2 NudB
cgMLST V2	STMMW_11561 (ymdC)	Cardiolipin synthetase Cardiolipin synthase%3B CL synthase
cgMLST V2	STMMW_13411 (infC)	translation initiation factor IF-3
cgMLST V2	STMMW_22521 (bcr)	Bcr/CflA family multidrug efflux MFS transporter
cgMLST V2	STMMW_23921 (pdxB)	erythronate-4-phosphate dehyrogenase
cgMLST V2	STMMW_17811 (hyaD)	hydrogenase 1 maturation protease
cgMLST V2	STMMW_23691 (yfcE)	phosphodiesterase
cgMLST V2	STMMW_35001 (comF)	DNA utilization protein GntX
cgMLST V2	STMMW_03221 (yafJ)	class II glutamine amidotransferase
cgMLST V2	STMMW_08281 (galE)	UDP-glucose 4-epimerase
cgMLST V2	STMMW_11741 (yceL)	multidrug resistance protein MdtH
cgMLST V2	STMMW_32381 (yhaN)	membrane protein
cgMLST V2	STMMW_43311 (sgaU)	L-ribulose-5-phosphate 3-epimerase UlaE
cgMLST V2	STMMW_23071 (glpT)	sn-glycerol-3-phosphate transporter
cgMLST V2	STMMW_38511 (atpG)	ATP synthase subunit gamma
cgMLST V2	STMMW_08861 (mntR)	transcriptional regulator MntR
cgMLST V2	STMMW_18651 (eda)	ketohydroxyglutarate aldolase
cgMLST V2	STMMW_14101 (sseG)	pathogenicity island 2 effector protein SseG
cgMLST V2	STMMW_02371 (dnaE)	DNA polymerase III subunit alpha
cgMLST V2	STMMW_40661 (metL)	bifunctional aspartokinase II/homoserine dehydrogenase II
cgMLST V2	STMMW_34061 (yhdN)	molecular chaperone DnaJ
cgMLST V2	STMMW_06861 (citF)	citrate lyase subunit alpha
cgMLST V2	STMMW_42801 (yjeI)	membrane protein
cgMLST V2	STMMW_14041 (sscA)	type III secretion low calcium response chaperone LcrH/SycD
cgMLST V2	STMMW_05361 (ybaY)	glycoprotein-polysaccharide metabolism
cgMLST V2	STMMW_31651 (cca)	multifunctional CCA tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase
cgMLST V2	STMMW_31121 (mcpB)	methyl-accepting chemotaxis sensory transducer
cgMLST V2	STMMW_30521 (galP)	galactose-proton symport (galactose transporter)
cgMLST V2	STMMW_30291 (fba)	class II fructose-bisphosphate aldolase
cgMLST V2	STMMW_10901 (yccT)	putative secreted protein
cgMLST V2	STMMW_39381 (dlhH)	dienelactone hydrolase
cgMLST V2	STMMW_21991 (dld)	D-lactate dehydrogenase
cgMLST V2	STMMW_06281 (ykgD)	Putative HTH-type transcriptional regulator YkgD
cgMLST V2	STMMW_38381 (phoU)	transcriptional regulator PhoU
cgMLST V2	STMMW_25431 (ndk)	nucleoside-diphosphate kinase
cgMLST V2	STMMW_29761 (lysR)	transcriptional activator protein LysR
cgMLST V2	STMMW_17241 (yciF)	hypothetical protein
cgMLST V2	STMMW_01481 (pilC)	type IV pilin biogenesis protein
cgMLST V2	STMMW_06131 (fimC)	Fimbrial periplasmic chaperone SfmC
cgMLST V2	STMMW_13901 (ttrB)	tetrathionate reductase subunit B
cgMLST V2	STMMW_41201 (hemE)	uroporphyrinogen decarboxylase
cgMLST V2	STMMW_41751 (yjbA)	phosphate-starvation-inducible protein PsiE
cgMLST V2	STMMW_12051 (acpP)	acyl carrier protein
cgMLST V2	STMMW_39651 (engB)	"YihA family ribosome biogenesis GTP-binding protein, partial"
cgMLST V2	STMMW_33241 (yrbL)	hypothetical protein
cgMLST V2	STMMW_37211 (slmA)	nucleoid occlusion factor SlmA
cgMLST V2	STMMW_29371 (fucA)	fuculose phosphate aldolase
cgMLST V2	STMMW_00991 (djlA)	molecular chaperone DjlA
cgMLST V2	STMMW_19351 (fliA)	RNA polymerase sigma factor FliA
cgMLST V2	STMMW_45121 (deoD)	purine-nucleoside phosphorylase
cgMLST V2	STMMW_18331 (htpX)	protease HtpX
cgMLST V2	STMMW_07421 (nagB)	glucosamine-6-phosphate deaminase
cgMLST V2	STMMW_16371 (acpD)	FMN-dependent NADH-azoreductase
cgMLST V2	STMMW_35921 (treF)	trehalase
cgMLST V2	STMMW_19531 (fliJ)	flagellar biosynthesis chaperone FliJ
cgMLST V2	STMMW_29991 (idi)	isopentenyl-diphosphate Delta-isomerase
cgMLST V2	STMMW_34521	monooxygenase ydhR
cgMLST V2	STMMW_36031 (dctA)	C4-dicarboxylate ABC transporter
cgMLST V2	STMMW_36741 (mtlD)	mannitol-1-phosphate 5-dehydrogenase
cgMLST V2	STMMW_23261 (arnE)	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
cgMLST V2	STMMW_28221 (ygbA)	hypothetical protein
cgMLST V2	STMMW_42471 (adi)	biodegradative arginine decarboxylase
cgMLST V2	STMMW_00801 (fixX)	ferredoxin FixX
cgMLST V2	STMMW_08671 (ybhR)	ABC transporter G family member 20
cgMLST V2	STMMW_23481 (nuoC)	NADH-quinone oxidoreductase subunit C/D
cgMLST V2	STMMW_17311 (yciA)	"Acyl-CoA thioesterase YciA, involved in membrane biogenesis"
cgMLST V2	STMMW_01101 (araC)	arabinose operon regulatory protein
cgMLST V2	STMMW_08491 (bioDa)	dithiobiotin synthetase
cgMLST V2	STMMW_04771 (secD)	SecD
cgMLST V2	STMMW_24061 (aroC)	chorismate synthase
cgMLST V2	STMMW_21761 (yegW)	GntR family transcriptional regulator
cgMLST V2	STMMW_25881 (yfhH)	transcriptional regulator
cgMLST V2	STMMW_29571 (recC)	exonuclease V subunit gamma
cgMLST V2	STMMW_41921	conjugal transfer protein
cgMLST V2	STMMW_25081 (gcvR)	Glycine cleavage system transcriptional antiactivator GcvR
cgMLST V2	STMMW_21501 (wza)	Amylovoran export outer membrane protein AmsH
cgMLST V2	STMMW_41431 (yjbD)	YjbD family (DUF3811)
cgMLST V2	STMMW_29681 (ygdR)	lipoprotein
cgMLST V2	STMMW_30191 (ygfB)	hypothetical protein
cgMLST V2	STMMW_02291 (yaeL)	regulator of sigma E protease
cgMLST V2	STMMW_39461 (tatC)	twin-arginine protein translocation system subunit TatC
cgMLST V2	STMMW_06451 (ramR)	TetR family transcriptional regulator
cgMLST V2	STMMW_06631 (entA)	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"
cgMLST V2	STMMW_13221 (celD)	DNA-binding transcriptional regulator ChbR
cgMLST V2	STMMW_26571 (rseC)	Sigma factor RpoE regulatory protein RseC
cgMLST V2	STMMW_38731 (yifA)	HTH-type transcriptional regulator HdfR
cgMLST V2	STMMW_13041 (selD)	"selenide,water dikinase SelD"
cgMLST V2	STMMW_37171 (rpmB)	50S ribosomal protein L28
cgMLST V2	STMMW_41691 (lysC)	lysine-sensitive aspartokinase 3
cgMLST V2	STMMW_27481 (virK)	virulence factor VirK
cgMLST V2	STMMW_27621 (ygaU)	Peptidoglycan-binding LysM
cgMLST V2	STMMW_18811 (ruvC)	crossover junction endodeoxyribonuclease RuvC
cgMLST V2	STMMW_22501 (yejF)	microcin C ABC transporter ATP-binding protein YejF
cgMLST V2	STMMW_17761 (ychF)	GTP-binding and nucleic acid-binding protein YchF
cgMLST V2	STMMW_12311 (potD)	spermidine/putrescine ABC transporter substrate-binding protein
cgMLST V2	STMMW_32671 (yraP)	osmotically-inducible protein OsmY
cgMLST V2	STMMW_23671	LacI family transcriptional regulator
cgMLST V2	STMMW_23901 (truA)	"tRNA pseudouridine(38,39,40) synthase TruA"
cgMLST V2	STMMW_16411 (ydbH)	putative exported protein
cgMLST V2	STMMW_35021 (gntT)	high-affinity gluconate transporter
cgMLST V2	STMMW_15691 (smvA)	methyl viologen resistance protein SmvA
cgMLST V2	STMMW_03241 (dbh)	DNA polymerase IV
cgMLST V2	STMMW_42311 (nrfD)	cytochrome c nitrite reductase subunit NrfD
cgMLST V2	STMMW_32451 (tdcA)	DNA-binding transcriptional activator TdcA
cgMLST V2	STMMW_01711 (speD)	S-adenosylmethionine decarboxylase proenzyme
cgMLST V2	STMMW_30501 (yqgD)	inner membrane protein
cgMLST V2	STMMW_06151 (fimH)	Fimbriae-like adhesin SfmH
cgMLST V2	STMMW_29351 (exo)	"exonuclease IX, 5'-3' exonuclease"
cgMLST V2	STMMW_23241 (arnD)	4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
cgMLST V2	STMMW_08651 (ybhP)	endonuclease/exonuclease/phosphatase
cgMLST V2	STMMW_43501 (ytfK)	putative cytoplasmic protein
cgMLST V2	STMMW_21741 (yegU)	ADP-ribosylglycohydrolase
cgMLST V2	STMMW_13061 (gdhA)	glutamate dehydrogenase (EC 1.4.1.4)
cgMLST V2	STMMW_19471	"putative 50S ribosomal protein, partial"
cgMLST V2	STMMW_15321 (hyaF2)	hydrogenase maturation factor HoxQ
cgMLST V2	STMMW_08351 (modC)	molybdenum import ATP-binding protein ModC
cgMLST V2	STMMW_05631 (fsr)	fosmidomycin resistance protein
cgMLST V2	STMMW_06171 (fimZ)	two-component system response regulator
cgMLST V2	STMMW_16331	methyltransferase type 12
cgMLST V2	STMMW_44871 (mdoB)	phosphoglycerol transferase I
cgMLST V2	STMMW_30981 (mcpA)	methyl-accepting chemotaxis protein
cgMLST V2	STMMW_04411 (prpE)	propionate--CoA ligase
cgMLST V2	STMMW_00101 (yaaI)	UPF0412 protein yaaI Flags: Precursor
cgMLST V2	STMMW_20411 (amn)	AMP nucleosidase
cgMLST V2	STMMW_16451	reverse transcriptase
cgMLST V2	STMMW_09971 (ycaQ)	hypothetical protein
cgMLST V2	STMMW_01751 (gcd)	glucose dehydrogenase
cgMLST V2	STMMW_25101 (perM)	AI-2E family transporter
cgMLST V2	STMMW_14871 (ynfL)	LysR family transcriptional regulator
cgMLST V2	STMMW_16131	transcriptional regulator DeoR
cgMLST V2	STMMW_13741	L-cystine transporter tcyP
cgMLST V2	STMMW_37901	periplasmic protein
cgMLST V2	STMMW_19431 (amyA)	alpha-amylase
cgMLST V2	STMMW_15361 (hyaC2)	"Ni/Fe-hydrogenase, b-type cytochrome subunit"
cgMLST V2	STMMW_44661 (gabD)	succinate-semialdehyde dehydrogenase
cgMLST V2	STMMW_44481	hypothetical protein
cgMLST V2	STMMW_42081 (siiA)	"inner membrane or exported protein, partial"
cgMLST V2	STMMW_40951 (murI)	glutamate racemase
cgMLST V2	STMMW_06201 (fimW)	helix-turn-helix transcriptional regulator
cgMLST V2	STMMW_13981 (ssaB)	pathogenicity island chaperone protein SpiC
cgMLST V2	STMMW_36211 (dppA)	"Dipeptide-binding ABC transporter, periplasmic substrate-binding component"
cgMLST V2	STMMW_35741 (yhhJ)	ABC transporter
cgMLST V2	STMMW_05791	"outer membrane protein, partial"
cgMLST V2	STMMW_01091 (araB)	ribulokinase
cgMLST V2	STMMW_13511 (ydiV)	cyclic di-GMP regulator CdgR
cgMLST V2	STMMW_21581 (mdtA)	multidrug transporter subunit MdtA
cgMLST V2	STMMW_15341 (hypC)	hydrogenase isoenzymes formation protein
cgMLST V2	STMMW_42201 (yjcE)	Na+/H+ antiporter
cgMLST V2	STMMW_04651 (sbcC)	exonuclease subunit SbcC
cgMLST V2	STMMW_11441 (ycdX)	phosphatase
cgMLST V2	STMMW_35761 (yhiI)	auxiliary transporter membrane fusion protein
cgMLST V2	STMMW_25861 (scrA)	PTS N-acetylmuramic acid IIB component / PTS N-acetylmuramic acid IIC component
cgMLST V2	STMMW_40051	branched-chain amino acid transport
cgMLST V2	STMMW_14351 (ydhO)	putative cell wall-associated hydrolase
cgMLST V2	STMMW_12621	ABC-type transporter%2C periplasmic subunit
cgMLST V2	STMMW_37551	hypothetical protein
cgMLST V2	STMMW_44111 (arcC)	carbamate kinase
cgMLST V2	STMMW_44191 (yjgM)	putative acetyltransferase
cgMLST V2	STMMW_34821 (comA)	Type IV pilus biogenesis protein PilM
cgMLST V2	STMMW_09661	"inner membrane protein, partial"
cgMLST V2	STMMW_38071 (torC)	trimethylamine N-oxide reductase cytochrome c-type subunit
cgMLST V2	STMMW_27741 (nrdE)	ribonucleoside-diphosphate reductase subunit alpha
cgMLST V2	STMMW_25841 (yfhC)	tRNA adenosine(34) deaminase TadA
cgMLST V2	STM4351 (artJ)	arginine ABC transporter substrate-binding protein
cgMLST V2	STMMW_41301 (yjaB)	"acetyltransferase, GNAT family"
cgMLST V2	STMMW_21361 (cpsB)	Mannose-1-phosphate guanylyltransferase ManC
cgMLST V2	STMMW_22181 (preT)	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT homolog
cgMLST V2	STMMW_11981 (maf-a)	septum formation inhibitor Maf
cgMLST V2	STMMW_43041 (mutL)	DNA mismatch repair protein MutL
cgMLST V2	STMMW_44541 (trpS2)	tryptophan--tRNA ligase
cgMLST V2	STMMW_04281 (res)	Type III restriction-modification system StyLTI enzyme res
cgMLST V2	STMMW_16991 (yciR)	RNase II stability modulator
cgMLST V2	STMMW_21691 (srcA)	tir chaperone
cgMLST V2	STMMW_37371 (yicH)	Putative exported protein
cgMLST V2	STMMW_15531 (treX)	glycogen debranching enzyme GlgX
cgMLST V2	STMMW_42261 (acs)	acetyl-coenzyme A synthetase
cgMLST V2	STMMW_15191 (marA)	DNA-binding transcriptional activator MarA
cgMLST V2	STMMW_11021 (pipC)	type III secretion chaperone protein SigE
cgMLST V2	STMMW_32331 (yqjG)	glutathione-dependent reductase
cgMLST V2	STMMW_31021	ABC transporter
cgMLST V2	STMMW_35301 (gntU)	low affinity gluconate transporter
cgMLST V2	STMMW_29421 (fucR)	DNA-binding transcriptional activator FucR
cgMLST V2	STMMW_28751	LysR family transcriptional regulator
cgMLST V2	STMMW_14811 (tqsA)	pheromone autoinducer 2 transporter
cgMLST V2	STMMW_33671 (yhdP)	possible exported protein
cgMLST V2	STMMW_43881 (pyrC)	dihydroorotase
cgMLST V2	STMMW_09351 (ulaB)	"phosphotransferase enzyme II, B component"
cgMLST V2	STMMW_15201 (marR)	MarR family transcriptional regulator
cgMLST V2	STMMW_14551 (tppB)	dipeptide and tripeptide permease A
cgMLST V2	STMMW_19262	hypothetical protein
cgMLST V2	STMMW_00741 (caiB)	L-carnitine CoA-transferase
cgMLST V2	STMMW_44261 (yjgQ)	LPS export ABC transporter permease LptG
cgMLST V2	STMMW_23831 (rocR)	sigma-54-dependent Fis family transcriptional regulator
cgMLST V2	STMMW_14991 (dmsA1)	"putative dimethyl sulfoxide reductase, chain A1"
cgMLST V2	STMMW_25031 (ypfI)	tRNA cytosine(34) acetyltransferase TmcA
cgMLST V2	STMMW_11061 (copR)	Putative two-component system response regulator YedW
cgMLST V2	STMMW_01971 (fhuA)	ferrichrome outer membrane transporter
cgMLST V2	STMMW_15541 (treY)	malto-oligosyltrehalose synthase
cgMLST V2	STMMW_06501 (fepA)	outer membrane receptor FepA
cgMLST V2	STMMW_20501 (cbiP)	cobyric acid synthase CobQ
cgMLST V2	STMMW_37641 (bglA)	glycosyl hydrolase
cgMLST V2	STMMW_28411 (sicP)	"chaperone protein SicP, partial"
cgMLST V2	STMMW_34591 (argDb)	acetylornithine aminotransferase
cgMLST V2	STMMW_09761 (dmsA)	dimethyl sulfoxide reductase subunit A
cgMLST V2	STMMW_42501 (melB)	melibiose/sodium symporter
cgMLST V2	STMMW_09431	hypothetical protein
cgMLST V2	STMMW_16801 (ycjX)	"YcjX-like family, DUF463"
cgMLST V2	STMMW_01891 (folK)	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
cgMLST V2	STMMW_07491 (cobZ)	precorrin 3B synthase CobZ
cgMLST V2	STMMW_08421 (hutU)	urocanate hydratase
cgMLST V2	STMMW_36521 (malS)	Periplasmic alpha-amylase
cgMLST V2	STMMW_22311 (cirA)	catecholate siderophore receptor CirA
cgMLST V2	STMMW_15621 (adhP)	zinc-dependent alcohol dehydrogenase
cgMLST V2	STMMW_14091 (sseF)	SseF
cgMLST V2	STMMW_12531 (cspH)	cold-shock protein CspH
cgMLST V2	STMMW_35601 (ftsY)	signal recognition particle-docking protein FtsY
cgMLST V2	STMMW_23231 (yfbG)	bifunctional UDP-glucuronic acid oxidase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
cgMLST V2	STMMW_12701 (aadA)	streptomycin 3''-adenylyltransferase
cgMLST V2	STMMW_22081 (nagL)	glutathione S-transferase
cgMLST V2	STMMW_36541 (ysaA)	electron transporter
cgMLST V2	STMMW_14071 (sseE)	"pathogenicity island 2 effector protein SseE, partial"
cgMLST V2	STMMW_06121 (fimI)	fimbrin-like protein FimI
cgMLST V2	STMMW_37081 (rfaB)	glycosyl transferase
cgMLST V2	STMMW_16341 (cybB)	cytochrome b561
cgMLST V2	STMMW_16611	B3/4 domain-containing protein
cgMLST V2	STMMW_23211 (yfbE)	putative DegT/DnrJ/EryC1/StrS family
cgMLST V2	STMMW_43861	membrane protein
cgMLST V2	STMMW_01111 (yabI)	DedA family inner membrane protein YabI
cgMLST V2	STMMW_00011 (thrA)	bifunctional aspartate kinase/homoserine dehydrogenase I
cgMLST V2	STMMW_06601 (entC)	isochorismate synthase EntC
cgMLST V2	STMMW_38351 (yieF)	putative oxidoreductase
cgMLST V2	STMMW_28821 (ygbI)	DeoR family transcriptional regulator
cgMLST V2	STMMW_28791 (ygbL)	class II aldolase
cgMLST V2	STMMW_42301 (nrfC)	cytochrome c nitrite reductase Fe-S protein
cgMLST V2	T_RS21320 (fdoG)	"formate dehydrogenase H, possible pseudogene"
cgMLST V2	T_RS21325 (fdoG)	spermidine/putrescine ABC transporter substrate-binding protein
cgMLST V2	STMMW_14131 (ssaI)	EscI/YscI/HrpB family type III secretion system inner rod protein
cgMLST V2	STMMW_00451 (yaaY)	hypothetical protein
cgMLST V2	STMMW_17581 (narX)	nitrate/nitrite two-component system sensor histidine kinase
cgMLST V2	STMMW_16181 (pnbA)	carboxylesterase
cgMLST V2	STMMW_16361 (hrpA)	ATP-dependent RNA helicase HrpA
cgMLST V2	STMMW_23271 (arnF)	4-amino-4-deoxy-L-arabinose-phospho-UDP flippase
cgMLST V2	STMMW_42461 (adiY)	Regulator of catabolic arginine decarboxylase (adiA)
cgMLST V2	STMMW_04701 (proY)	proline-specific permease ProY
cgMLST V2	STMMW_21751 (yegV)	putative sugar kinase
cgMLST V2	STMMW_28771	NAD dependent epimerase/dehydratase
cgMLST V2	STMMW_13371	putative DNA/RNA non-specific endonuclease
cgMLST V2	STMMW_15681	"glutathione-dependent formaldehyde-activating, GFA"
cgMLST V2	STMMW_14151	Type III secretion bridge between inner and outermembrane lipoprotein (YscJ%2CHrcJ%2CEscJ%2C PscJ)
cgMLST V2	STMMW_16161	putative exported protein
cgMLST V2	STMMW_06161 (fimF)	adhesin
cgMLST V2	STMMW_21731 (yegT)	nucleoside transporter yegT
cgMLST V2	STMMW_15331 (hyaE2)	hydrogenase maturation factor hoxO
cgMLST V2	STMMW_29081 (sopD)	possible secreted protein
cgMLST V2	STMMW_14171 (ssaL)	"type III secretion effector delivery regulator, TyeA family"
cgMLST V2	STMMW_29711 (aas)	bifunctional 2-acylglycerophosphoethanolamine acyltransferase/acyl-ACP synthetase
cgMLST V2	STMMW_38081 (torR)	"response regulator in multi-component regualtory system wtih TorS (sensory kinase) and TorT (periplasmic sensor), regulates tor operon (TorR family)"
cgMLST V2	STMMW_06181 (fimY)	regulator of fimbriae expression FimY
cgMLST V2	STMMW_11491 (csgE)	curli production assembly/transport component CsgE
cgMLST V2	STMMW_42421 (basS)	two-component system sensor histidine kinase BasS
cgMLST V2	STMMW_13251 (katE)	catalase HPII
cgMLST V2	STMMW_44672 (yjiS)	putative cytoplasmic protein
cgMLST V2	STMMW_42091 (siiB)	methyl-accepting chemotaxis protein
cgMLST V2	STMMW_28291 (hilC)	transcriptional regulator SirC
cgMLST V2	STMMW_12591	BNR/Asp-box repeat domain protein
cgMLST V2	STM0942 (macB)	MacB family efflux pump subunit
cgMLST V2	STMMW_42151 (yjcC)	putative diguanylate cyclase/phosphodiesterase
cgMLST V2	STMMW_25831 (yfhD)	lytic transglycosylase F
cgMLST V2	STMMW_21591 (yegN)	multidrug transporter subunit MdtB
cgMLST V2	STMMW_15371 (hyaB2)	hydrogenase large subunit
cgMLST V2	STMMW_19631 (dsrB)	dextransucrase DSRB
cgMLST V2	STMMW_35751 (yhiH)	mtultidrug ABC transporter permease/ATPase
cgMLST V2	STMMW_15121 (dcp)	dipeptidyl carboxypeptidase II
cgMLST V2	STMMW_27411 (iroC)	multidrug ABC transporter ATPase
cgMLST V2	STMMW_15351 (hyaD2)	hydrogenase 2 maturation protease
cgMLST V2	STMMW_37541 (yicL)	drug/metabolite DMT transporter permease
cgMLST V2	STMMW_43901	2-dehydro-3-deoxyphosphooctonate aldolase
cgMLST V2	STMMW_31261	sodium:sulfate symporter
cgMLST V2	STMMW_24801 (eutG)	ethanol dehydrogenase EutG
cgMLST V2	STMMW_13711 (ydiJ)	oxidase
cgMLST V2	STMMW_16521 (zntB)	zinc transporter ZntB
cgMLST V2	STMMW_07501 (tcuR)	LysR family transcriptional regulator
cgMLST V2	STMMW_01591 (aceF)	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
cgMLST V2	STMMW_37561 (dgaF)	2-dehydro-3-deoxy-phosphogluconate aldolase
cgMLST V2	STMMW_23331 (menD)	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase
cgMLST V2	STMMW_43921	probable licABCH operon regulator Includes: putative phosphotransferase enzyme IIB component; Putative PTS system EIIB component; Includes: RecName: Full=Putative phosphotransferase enzyme IIA component; Putative PTS system EIIA component
cgMLST V2	STMMW_09671 (aat)	leucyl/phenylalanyl-tRNA--protein transferase
cgMLST V2	STMMW_06901 (citA)	sensor histidine kinase
cgMLST V2	STMMW_12281 (ycfW)	lipoprotein transporter subunit LolE
cgMLST V2	STMMW_41121 (thiH)	2-iminoacetate synthase
cgMLST V2	STMMW_00191	cytoplasmic protein
cgMLST V2	STMMW_25851 (yfhB)	HAD family hydrolase
cgMLST V2	STMMW_39011 (wzxE)	O-antigen translocase
cgMLST V2	STMMW_44141 (yjgK)	toxin-antitoxin biofilm protein TabA
cgMLST V2	STMMW_22191 (yeiA)	dihydropyrimidine dehydrogenase subunit B
cgMLST V2	STMMW_17931 (cvrA)	K+/H+ antiporter NhaP2
cgMLST V2	STM1092	"putative cytoplasmic protein, partial"
cgMLST V2	STMMW_31731 (mug)	mismatch-specific DNA-glycosylase
cgMLST V2	STMMW_04441 (yaiV)	transcriptional regulator
cgMLST V2	STMMW_39861 (yihT)	sulfofructosephosphate aldolase
cgMLST V2	STMMW_29211 (barA)	two-component sensor histidine kinase BarA
cgMLST V2	STMMW_44881 (yjjA)	putative secreted protein
cgMLST V2	STMMW_11031 (sopB)	inositol phosphate phosphatase SopB
cgMLST V2	STMMW_24431 (yfeR)	LysR family transcriptional regulator YfeR
cgMLST V2	STMMW_15861 (ydcZ)	inner membrane protein YdcZ
cgMLST V2	STMMW_36341 (bisC)	trimethylamine N-oxide reductase I catalytic subunit
cgMLST V2	STMMW_13111 (astA)	arginine N-succinyltransferase
cgMLST V2	STMMW_15901 (srfC)	virulence effector SrfC
cgMLST V2	STMMW_12931	anaerobic sulfatase maturase
cgMLST V2	STMMW_18051 (ycgL)	Protein YcgL
cgMLST V2	STMMW_15841 (yncB)	putative NADP-dependent oxidoreductase
cgMLST V2	STMMW_23821 (lysA)	diaminopimelate decarboxylase
cgMLST V2	STMMW_22481 (yejB)	microcin C ABC transporter permease YejB
cgMLST V2	STMMW_43891 (selA)	L-seryl-tRNA selenium transferase
cgMLST V2	STMMW_09341 (ulaA)	PTS ascorbate transporter subunit IIC
cgMLST V2	STMMW_01611	outer membrane protein
cgMLST V2	STMMW_39821 (yihP)	membrane permease
cgMLST V2	STMMW_43391 (yifZ)	Permease of the drug/metabolite transporter
cgMLST V2	STMMW_15821 (yncD)	putative outer membrane receptor
cgMLST V2	STMMW_15791 (ansP)	amino acid permease
cgMLST V2	STMMW_24161 (pgtE)	outer membrane protease E
cgMLST V2	STMMW_37651 (nepI)	purine ribonucleoside efflux pump NepI
cgMLST V2	STMMW_09361	sulfatase
cgMLST V2	STMMW_14751 (rstA)	two-component system response regulator RstA
cgMLST V2	STMMW_04911 (yajO)	aryl-alcohol dehydrogenase W
cgMLST V2	STMMW_26931 (corB)	corB transporter
cgMLST V2	STMMW_22361 (fruA)	PTS fructose transporter subunit EIIBC
cgMLST V2	STMMW_15771 (nhoA)	N-hydroxyarylamine O-acetyltransferase
cgMLST V2	STMMW_21601 (yegO)	multidrug transporter subunit MdtC
cgMLST V2	STMMW_01881 (panB)	3-methyl-2-oxobutanoate hydroxymethyltransferase
cgMLST V2	STMMW_07481 (citB)	citrate utilization protein B
